환경성적표지 인증제품 유효현황(2021.12.22. 기준),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"○ 환경성적표지 유효현황 : 323개 기업, 1455개 제품(저탄소제품 95개 기업, 294개 제품 포함)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,자원발자국,,,,,,탄소발자국,,,,,,오존층영향,,,,,,산성비,,,,,,부영양화,,,,,,광화학 스모그,,,,,,물발자국,,,,,,,,,,,
연번,기업명,사업자등록번호,영향범주,인증번호,제품군,인증제품명,총량,단위,제조전,제조,사용,폐기,총량,단위,제조전,제조,사용,폐기,총량,단위,제조전,제조,사용,폐기,총량,단위,제조전,제조,사용,폐기,총량,단위,제조전,제조,사용,폐기,총량,단위,제조전,제조,사용,폐기,총량,단위,제조전,제조,사용,폐기,시작,종료,,,,
947,쌍용레미콘(주),104-86-20001,저탄소제품,2021-088,생산재,레디믹스트콘크리트[25-24-150],9.31.E-01,kgSbe/m3,9.20.E-01,1.15.E-02,-,-,2.38.E+02,kgCO2e/m3,2.36.E+02,1.79.E+00,-,-,9.16.E-06,kgCFC-11e/m3,9.14.E-06,2.23.E-08,-,-,3.59.E-01,kgSO2e/m3,3.53.E-01,6.37.E-03,-,-,4.50.E-02,kgPO43-e/m3,4.43.E-02,7.21.E-04,-,-,2.09.E-01,kgC2H4e/m3,2.09.E-01,2.63.E-04,-,-,8.21.E-01,m3H2Oe/m3,7.43.E-01,7.86.E-02,-,-,2021-03-26,2024-03-25,,,,
948,쌍용레미콘(주),104-86-20001,저탄소제품,2021-089,생산재,레디믹스트콘크리트[25-30-150],9.75.E-01,kgSbe/m3,9.63.E-01,1.23.E-02,-,-,2.52.E+02,kgCO2e/m3,2.50.E+02,1.91.E+00,-,-,8.79.E-06,kgCFC-11e/m3,8.76.E-06,2.78.E-08,-,-,3.82.E-01,kgSO2e/m3,3.74.E-01,7.47.E-03,-,-,4.71.E-02,kgPO43-e/m3,4.63.E-02,8.05.E-04,-,-,2.22.E-01,kgC2H4e/m3,2.21.E-01,3.35.E-04,-,-,8.48.E-01,m3H2Oe/m3,7.59.E-01,8.98.E-02,-,-,2021-03-26,2024-03-25,,,,
949,쌍용레미콘(주),104-86-20001,저탄소제품,2021-090,생산재,레디믹스트콘크리트[25-35-150],8.38.E-01,kgSbe/m3,8.25.E-01,1.28.E-02,-,-,2.27.E+02,kgCO2e/m3,2.25.E+02,2.00.E+00,-,-,7.04.E-06,kgCFC-11e/m3,7.01.E-06,2.41.E-08,-,-,3.63.E-01,kgSO2e/m3,3.56.E-01,7.16.E-03,-,-,4.42.E-02,kgPO43-e/m3,4.34.E-02,8.15.E-04,-,-,2.19.E-01,kgC2H4e/m3,2.19.E-01,3.10.E-04,-,-,7.58.E-01,m3H2Oe/m3,6.41.E-01,1.18.E-01,-,-,2021-03-26,2024-03-25,,,,
950,쌍용레미콘(주),104-86-20001,저탄소제품,2021-091,생산재,레디믹스트콘크리트[25-40-150],1.26.E+00,kgSbe/m3,1.25.E+00,1.35.E-02,-,-,3.29.E+02,kgCO2e/m3,3.27.E+02,2.10.E+00,-,-,7.05.E-06,kgCFC-11e/m3,7.02.E-06,3.33.E-08,-,-,4.59.E-01,kgSO2e/m3,4.51.E-01,8.57.E-03,-,-,5.30.E-02,kgPO43-e/m3,5.21.E-02,9.00.E-04,-,-,2.56.E-01,kgC2H4e/m3,2.56.E-01,3.92.E-04,-,-,8.54.E-01,m3H2Oe/m3,7.41.E-01,1.13.E-01,-,-,2021-03-26,2024-03-25,,,,
951,(주)윈체,303-81-54286,저탄소제품,2021-093,생산재,WINCHE 창호 칼라 프로파일,2.02.E-02,kgSbe/kg,1.79.E-02,2.38.E-03,-,-,1.64.E+00,kgCO2e/kg,1.26.E+00,3.76.E-01,-,-,8.16.E-03,kgCFC-11e/kg,8.16.E-03,3.39.E-10,-,-,1.52.E-02,kgSO2e/kg,1.46.E-02,6.44.E-04,-,-,3.54.E-03,kgPO43-e/kg,3.36.E-03,1.87.E-04,-,-,5.14.E-03,kgC2H4e/kg,5.13.E-03,5.55.E-06,-,-,1.50.E-02,m3H2Oe/kg,9.00.E-03,5.99.E-03,-,-,2021-03-26,2024-03-25,,,,
952,한국청정음료(주),127-81-12533,환경성적,2021-094,비내구재,몽베스트[2L],6.13.E-03,kgSbe/개,5.65.E-03,4.68.E-04,-,7.62.E-06,2.08.E-01,kgCO2e/개,1.24.E-01,6.97.E-02,-,1.39.E-02,3.09.E-07,kgCFC-11e/개,2.88.E-07,2.11.E-08,-,1.74.E-10,1.28.E-03,kgSO2e/개,9.71.E-04,2.97.E-04,-,9.21.E-06,3.12.E-04,kgPO43-e/개,2.22.E-04,4.91.E-05,-,4.12.E-05,1.86.E-03,kgC2H4e/개,1.73.E-03,1.34.E-04,-,2.20.E-06,1.66.E-03,m3H2Oe/개,5.90.E-04,1.06.E-03,-,6.06.E-06,2021-03-26,2024-03-25,,,,
953,한국청정음료(주),127-81-12533,환경성적,2021-095,비내구재,몽베스트[1L],5.82.E-03,kgSbe/개,5.62.E-03,1.94.E-04,-,7.29.E-06,1.64.E-01,kgCO2e/개,1.22.E-01,2.90.E-02,-,1.33.E-02,2.97.E-07,kgCFC-11e/개,2.88.E-07,8.65.E-09,-,1.67.E-10,1.10.E-03,kgSO2e/개,9.66.E-04,1.23.E-04,-,8.73.E-06,2.57.E-04,kgPO43-e/개,1.97.E-04,2.03.E-05,-,3.97.E-05,1.78.E-03,kgC2H4e/개,1.73.E-03,5.49.E-05,-,2.07.E-06,1.03.E-03,m3H2Oe/개,5.81.E-04,4.45.E-04,-,5.75.E-06,2021-03-26,2024-03-25,,,,
954,한국청정음료(주),127-81-12533,환경성적,2021-096,비내구재,몽베스트[500mL],2.29.E-03,kgSbe/개,2.15.E-03,1.32.E-04,-,2.80.E-06,7.45.E-02,kgCO2e/개,4.94.E-02,1.97.E-02,-,5.37.E-03,1.13.E-07,kgCFC-11e/개,1.08.E-07,5.38.E-09,-,6.43.E-11,4.47.E-04,kgSO2e/개,3.65.E-04,7.91.E-05,-,3.28.E-06,1.09.E-04,kgPO43-e/개,7.98.E-05,1.32.E-05,-,1.59.E-05,6.83.E-04,kgC2H4e/개,6.48.E-04,3.42.E-05,-,7.43.E-07,5.36.E-04,m3H2Oe/개,2.37.E-04,2.97.E-04,-,2.18.E-06,2021-03-26,2024-03-25,,,,
955,한국청정음료(주),127-81-12533,환경성적,2021-097,비내구재,몽베스트[330mL],2.23.E-03,kgSbe/개,2.15.E-03,7.86.E-05,-,2.88.E-06,6.69.E-02,kgCO2e/개,4.95.E-02,1.20.E-02,-,5.38.E-03,1.10.E-07,kgCFC-11e/개,1.08.E-07,2.08.E-09,-,6.61.E-11,4.07.E-04,kgSO2e/개,3.66.E-04,3.80.E-05,-,3.42.E-06,1.01.E-04,kgPO43-e/개,7.88.E-05,6.51.E-06,-,1.60.E-05,6.62.E-04,kgC2H4e/개,6.48.E-04,1.33.E-05,-,7.93.E-07,4.13.E-04,m3H2Oe/개,2.38.E-04,1.73.E-04,-,2.26.E-06,2021-03-26,2024-03-25,,,,
956,광동제약(주),113-81-08888,환경성적,2021-098,비내구재,비타500[100mL],7.75.E-04,kgSbe/개,6.32.E-04,1.28.E-04,-,1.52.E-05,1.39.E-01,kgCO2e/개,1.12.E-01,2.05.E-02,-,5.63.E-03,5.32.E-09,kgCFC-11e/개,1.96.E-09,3.00.E-09,-,3.63.E-10,4.04.E-04,kgSO2e/개,3.14.E-04,6.41.E-05,-,2.54.E-05,1.34.E-04,kgPO43-e/개,1.05.E-04,1.03.E-05,-,1.94.E-05,2.69.E-04,kgC2H4e/개,2.10.E-04,5.14.E-05,-,6.64.E-06,1.76.E-03,m3H2Oe/개,1.54.E-03,2.06.E-04,-,1.36.E-05,2021-03-26,2024-03-25,,,,
957,광동제약(주),113-81-08888,환경성적,2021-099,비내구재,비타500아연[180mL],1.14.E-03,kgSbe/개,9.12.E-04,2.09.E-04,-,2.23.E-05,2.32.E-01,kgCO2e/개,1.86.E-01,3.78.E-02,-,8.23.E-03,8.38.E-09,kgCFC-11e/개,3.63.E-09,4.22.E-09,-,5.31.E-10,6.86.E-04,kgSO2e/개,5.41.E-04,1.07.E-04,-,3.71.E-05,2.34.E-04,kgPO43-e/개,1.88.E-04,1.75.E-05,-,2.83.E-05,3.03.E-04,kgC2H4e/개,2.08.E-04,8.54.E-05,-,9.71.E-06,2.86.E-03,m3H2Oe/개,2.52.E-03,3.22.E-04,-,1.99.E-05,2021-03-26,2024-03-25,,,,
958,한일시멘트(주),463-87-01012,환경성적,2021-102,생산재,레미탈(고강도바닥용(FS150)),1.11.E-03,kgSbe/kg,9.97.E-04,1.11.E-04,-,-,2.72.E-01,kgCO2e/kg,2.56.E-01,1.61.E-02,-,-,6.06.E-09,kgCFC-11e/kg,6.01.E-09,4.63.E-11,-,-,3.83.E-04,kgSO2e/kg,3.36.E-04,4.62.E-05,-,-,4.46.E-05,kgPO43-e/kg,3.87.E-05,5.96.E-06,-,-,2.37.E-04,kgC2H4e/kg,2.00.E-04,3.72.E-05,-,-,5.25.E-04,m3H2Oe/kg,4.78.E-04,4.66.E-05,-,-,2021-03-26,2024-03-25,,,,
959,(주)한솔홈데코,102-81-37194,저탄소제품,2021-103,생산재,한솔PF보드,2.36.E+00,kgSbe/m3,2.27.E+00,8.69.E-02,-,-,1.55.E+02,kgCO2e/m3,1.27.E+02,2.76.E+01,-,-,6.41.E-05,kgCFC-11e/m3,6.16.E-05,2.51.E-06,-,-,6.34.E-01,kgSO2e/m3,5.62.E-01,7.20.E-02,-,-,9.24.E-02,kgPO43-e/m3,8.13.E-02,1.11.E-02,-,-,3.44.E-01,kgC2H4e/m3,2.97.E-01,4.69.E-02,-,-,6.14.E-01,m3H2Oe/m3,5.13.E-01,1.01.E-01,-,-,2021-03-31,2022-11-27,,,,
960,한국청정음료(주),127-81-12533,환경성적,2021-094,비내구재,이동 크리스탈[2L],6.13.E-03,kgSbe/개,5.65.E-03,4.68.E-04,-,7.62.E-06,2.08.E-01,kgCO2e/개,1.24.E-01,6.97.E-02,-,1.39.E-02,3.09.E-07,kgCFC-11e/개,2.88.E-07,2.11.E-08,-,1.74.E-10,1.28.E-03,kgSO2e/개,9.71.E-04,2.97.E-04,-,9.21.E-06,3.12.E-04,kgPO43-e/개,2.22.E-04,4.91.E-05,-,4.12.E-05,1.86.E-03,kgC2H4e/개,1.73.E-03,1.34.E-04,-,2.20.E-06,1.66.E-03,m3H2Oe/개,5.90.E-04,1.06.E-03,-,6.06.E-06,2021-04-23,2024-03-25,,,,
961,한국청정음료(주),127-81-12533,환경성적,2021-096,비내구재,이동 크리스탈[500mL],2.29.E-03,kgSbe/개,2.15.E-03,1.32.E-04,-,2.80.E-06,7.45.E-02,kgCO2e/개,4.94.E-02,1.97.E-02,-,5.37.E-03,1.13.E-07,kgCFC-11e/개,1.08.E-07,5.38.E-09,-,6.43.E-11,4.47.E-04,kgSO2e/개,3.65.E-04,7.91.E-05,-,3.28.E-06,1.09.E-04,kgPO43-e/개,7.98.E-05,1.32.E-05,-,1.59.E-05,6.83.E-04,kgC2H4e/개,6.48.E-04,3.42.E-05,-,7.43.E-07,5.36.E-04,m3H2Oe/개,2.37.E-04,2.97.E-04,-,2.18.E-06,2021-04-23,2024-03-25,,,,
962,(주)원신레미콘,128-81-62583,환경성적,2021-106,생산재,레디믹스트 콘크리트[25-24-150],1.12.E+00,kgSbe/m3,1.11.E+00,8.66.E-03,-,-,2.82.E+02,kgCO2e/m3,2.80.E+02,1.37.E+00,-,-,6.75.E-06,kgCFC-11e/m3,6.75.E-06,3.80.E-10,-,-,3.61.E-01,kgSO2e/m3,3.58.E-01,2.37.E-03,-,-,4.36.E-02,kgPO43-e/m3,4.31.E-02,4.34.E-04,-,-,2.16.E-01,kgC2H4e/m3,2.16.E-01,1.50.E-05,-,-,8.65.E-01,m3H2Oe/m3,8.04.E-01,6.07.E-02,-,-,2021-05-03,2024-05-02,,,,
963,(주)원신레미콘,128-81-62583,환경성적,2021-107,생산재,레디믹스트 콘크리트[25-21-120],8.14.E-01,kgSbe/m3,8.06.E-01,8.53.E-03,-,-,2.04.E+02,kgCO2e/m3,2.02.E+02,1.35.E+00,-,-,4.89.E-06,kgCFC-11e/m3,4.89.E-06,3.62.E-10,-,-,2.63.E-01,kgSO2e/m3,2.61.E-01,2.33.E-03,-,-,3.24.E-02,kgPO43-e/m3,3.20.E-02,4.27.E-04,-,-,1.55.E-01,kgC2H4e/m3,1.55.E-01,1.43.E-05,-,-,7.12.E-01,m3H2Oe/m3,6.18.E-01,9.35.E-02,-,-,2021-05-03,2024-05-02,,,,
964,(주)원신레미콘,128-81-62583,환경성적,2021-108,생산재,레디믹스트 콘크리트[25-24-120],8.82.E-01,kgSbe/m3,8.74.E-01,8.17.E-03,-,-,2.19.E+02,kgCO2e/m3,2.17.E+02,1.29.E+00,-,-,6.11.E-06,kgCFC-11e/m3,6.11.E-06,3.58.E-10,-,-,2.95.E-01,kgSO2e/m3,2.92.E-01,2.24.E-03,-,-,3.69.E-02,kgPO43-e/m3,3.65.E-02,4.09.E-04,-,-,1.70.E-01,kgC2H4e/m3,1.70.E-01,1.38.E-05,-,-,7.96.E-01,m3H2Oe/m3,7.08.E-01,8.74.E-02,-,-,2021-05-03,2024-05-02,,,,
965,(주)원신레미콘,128-81-62583,환경성적,2021-109,생산재,레디믹스트 콘크리트[25-27-150],1.33.E+00,kgSbe/m3,1.33.E+00,8.04.E-03,-,-,3.37.E+02,kgCO2e/m3,3.36.E+02,1.27.E+00,-,-,8.07.E-06,kgCFC-11e/m3,8.07.E-06,4.13.E-10,-,-,4.30.E-01,kgSO2e/m3,4.28.E-01,2.22.E-03,-,-,5.15.E-02,kgPO43-e/m3,5.11.E-02,4.04.E-04,-,-,2.60.E-01,kgC2H4e/m3,2.60.E-01,1.58.E-05,-,-,9.49.E-01,m3H2Oe/m3,9.28.E-01,2.10.E-02,-,-,2021-05-03,2024-05-02,,,,
966,(주)원신레미콘,128-81-62583,환경성적,2021-110,생산재,레디믹스트 콘크리트[25-30-150],1.31.E+00,kgSbe/m3,1.30.E+00,1.04.E-02,-,-,3.31.E+02,kgCO2e/m3,3.29.E+02,1.65.E+00,-,-,7.91.E-06,kgCFC-11e/m3,7.91.E-06,4.84.E-10,-,-,4.22.E-01,kgSO2e/m3,4.19.E-01,2.88.E-03,-,-,5.06.E-02,kgPO43-e/m3,5.01.E-02,5.24.E-04,-,-,2.54.E-01,kgC2H4e/m3,2.54.E-01,2.09.E-05,-,-,9.31.E-01,m3H2Oe/m3,9.08.E-01,2.31.E-02,-,-,2021-05-03,2024-05-02,,,,
967,한국유에스지보랄(주),417-81-17256,환경성적,2021-111,생산재,시트락 집텍스 에코 [300x600x9.5mm],1.41.E-02,kgSbe/m2,4.32.E-03,9.79.E-03,-,-,2.35.E+00,kgCO2e/m2,6.40.E-01,1.71.E+00,-,-,1.35.E-07,kgCFC-11e/m2,1.34.E-07,1.40.E-09,-,-,7.03.E-03,kgSO2e/m2,3.40.E-03,3.63.E-03,-,-,1.34.E-03,kgPO43-e/m2,7.92.E-04,5.45.E-04,-,-,7.20.E-03,kgC2H4e/m2,1.02.E-03,6.18.E-03,-,-,2.12.E-02,m3H2Oe/m2,8.50.E-03,1.27.E-02,-,-,2021-05-03,2024-05-02,,,,
968,효신개발(주),137-81-73240,환경성적,2021-112,생산재,레디믹스트 콘크리트[25-24-150],9.85.E-01,kgSbe/m3,9.76.E-01,8.52.E-03,-,-,2.47.E+02,kgCO2e/m3,2.46.E+02,1.35.E+00,-,-,6.59.E-06,kgCFC-11e/m3,6.59.E-06,1.21.E-09,-,-,3.21.E-01,kgSO2e/m3,3.18.E-01,2.45.E-03,-,-,3.80.E-02,kgPO43-e/m3,3.75.E-02,4.32.E-04,-,-,1.93.E-01,kgC2H4e/m3,1.93.E-01,2.27.E-05,-,-,8.41.E-01,m3H2Oe/m3,7.54.E-01,8.69.E-02,-,-,2021-05-03,2024-05-02,,,,
969,효신개발(주),137-81-73240,환경성적,2021-113,생산재,레디믹스트 콘크리트[25-21-150],8.51.E-01,kgSbe/m3,8.42.E-01,8.63.E-03,-,-,2.13.E+02,kgCO2e/m3,2.12.E+02,1.36.E+00,-,-,5.79.E-06,kgCFC-11e/m3,5.79.E-06,1.21.E-09,-,-,2.78.E-01,kgSO2e/m3,2.75.E-01,2.48.E-03,-,-,3.31.E-02,kgPO43-e/m3,3.27.E-02,4.38.E-04,-,-,1.67.E-01,kgC2H4e/m3,1.67.E-01,2.31.E-05,-,-,7.78.E-01,m3H2Oe/m3,6.91.E-01,8.69.E-02,-,-,2021-05-03,2024-05-02,,,,
970,효신개발(주),137-81-73240,환경성적,2021-114,생산재,레디믹스트 콘크리트[25-27-150],1.18.E+00,kgSbe/m3,1.17.E+00,9.13.E-03,-,-,2.98.E+02,kgCO2e/m3,2.97.E+02,1.44.E+00,-,-,7.78.E-06,kgCFC-11e/m3,7.78.E-06,1.19.E-09,-,-,3.84.E-01,kgSO2e/m3,3.82.E-01,2.61.E-03,-,-,4.53.E-02,kgPO43-e/m3,4.48.E-02,4.62.E-04,-,-,2.33.E-01,kgC2H4e/m3,2.33.E-01,2.31.E-05,-,-,9.43.E-01,m3H2Oe/m3,8.55.E-01,8.82.E-02,-,-,2021-05-03,2024-05-02,,,,
971,효신개발(주),137-81-73240,환경성적,2021-115,생산재,레디믹스트 콘크리트[25-30-150],1.46.E+00,kgSbe/m3,1.45.E+00,8.54.E-03,-,-,3.69.E+02,kgCO2e/m3,3.68.E+02,1.35.E+00,-,-,9.44.E-06,kgCFC-11e/m3,9.44.E-06,1.20.E-09,-,-,4.73.E-01,kgSO2e/m3,4.70.E-01,2.45.E-03,-,-,5.54.E-02,kgPO43-e/m3,5.49.E-02,4.32.E-04,-,-,2.89.E-01,kgC2H4e/m3,2.89.E-01,2.25.E-05,-,-,1.10.E+00,m3H2Oe/m3,1.01.E+00,8.90.E-02,-,-,2021-05-03,2024-05-02,,,,
972,효신개발(주),137-81-73240,환경성적,2021-116,생산재,레디믹스트 콘크리트[25-35-150],1.19.E+00,kgSbe/m3,1.18.E+00,8.27.E-03,-,-,2.96.E+02,kgCO2e/m3,2.95.E+02,1.31.E+00,-,-,9.14.E-06,kgCFC-11e/m3,9.14.E-06,1.21.E-09,-,-,4.02.E-01,kgSO2e/m3,4.00.E-01,2.38.E-03,-,-,4.89.E-02,kgPO43-e/m3,4.85.E-02,4.19.E-04,-,-,2.37.E-01,kgC2H4e/m3,2.37.E-01,2.24.E-05,-,-,1.04.E+00,m3H2Oe/m3,9.53.E-01,8.73.E-02,-,-,2021-05-03,2024-05-02,,,,
973,한일시멘트(주),463-87-01012,환경성적,2021-117,생산재,"일반시멘트(1종 보통 포틀랜드 시멘트, 벌크)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-05-03,2024-05-02,,,,
974,한일시멘트(주),463-87-01012,환경성적,2021-118,생산재,"일반시멘트(1종 보통 포틀랜드 시멘트, 포장)[40kg]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-05-03,2024-05-02,,,,
975,(주)우신레미콘,128-81-44246,환경성적,2021-119,생산재,레디믹스트 콘크리트[25-24-150],9.85.E-01,kgSbe/m3,9.78.E-01,7.63.E-03,-,-,2.58.E+02,kgCO2e/m3,2.57.E+02,1.21.E+00,-,-,2.15.E-06,kgCFC-11e/m3,2.15.E-06,6.37.E-10,-,-,2.90.E-01,kgSO2e/m3,2.88.E-01,2.19.E-03,-,-,3.15.E-02,kgPO43-e/m3,3.12.E-02,3.88.E-04,-,-,1.83.E-01,kgC2H4e/m3,1.83.E-01,2.51.E-05,-,-,5.01.E-01,m3H2Oe/m3,4.49.E-01,5.17.E-02,-,-,2021-05-03,2024-05-02,,,,
976,(주)우신레미콘,128-81-44246,환경성적,2021-120,생산재,레디믹스트 콘크리트[25-21-120],7.43.E-01,kgSbe/m3,7.35.E-01,7.38.E-03,-,-,1.94.E+02,kgCO2e/m3,1.93.E+02,1.17.E+00,-,-,1.61.E-06,kgCFC-11e/m3,1.61.E-06,5.89.E-10,-,-,2.19.E-01,kgSO2e/m3,2.17.E-01,2.11.E-03,-,-,2.39.E-02,kgPO43-e/m3,2.35.E-02,3.75.E-04,-,-,1.37.E-01,kgC2H4e/m3,1.37.E-01,2.31.E-05,-,-,4.07.E-01,m3H2Oe/m3,3.56.E-01,5.10.E-02,-,-,2021-05-03,2024-05-02,,,,
977,(주)우신레미콘,128-81-44246,환경성적,2021-121,생산재,레디믹스트 콘크리트[25-24-120],8.13.E-01,kgSbe/m3,8.05.E-01,7.53.E-03,-,-,2.13.E+02,kgCO2e/m3,2.12.E+02,1.19.E+00,-,-,1.77.E-06,kgCFC-11e/m3,1.76.E-06,7.25.E-10,-,-,2.39.E-01,kgSO2e/m3,2.37.E-01,2.19.E-03,-,-,2.61.E-02,kgPO43-e/m3,2.57.E-02,3.85.E-04,-,-,1.50.E-01,kgC2H4e/m3,1.50.E-01,2.83.E-05,-,-,4.36.E-01,m3H2Oe/m3,3.84.E-01,5.24.E-02,-,-,2021-05-03,2024-05-02,,,,
978,(주)우신레미콘,128-81-44246,환경성적,2021-122,생산재,레디믹스트 콘크리트[25-27-150],1.02.E+00,kgSbe/m3,1.02.E+00,7.52.E-03,-,-,2.69.E+02,kgCO2e/m3,2.68.E+02,1.19.E+00,-,-,2.24.E-06,kgCFC-11e/m3,2.24.E-06,7.13.E-10,-,-,3.02.E-01,kgSO2e/m3,3.00.E-01,2.19.E-03,-,-,3.28.E-02,kgPO43-e/m3,3.24.E-02,3.85.E-04,-,-,1.90.E-01,kgC2H4e/m3,1.90.E-01,2.78.E-05,-,-,5.13.E-01,m3H2Oe/m3,4.61.E-01,5.16.E-02,-,-,2021-05-03,2024-05-02,,,,
979,(주)우신레미콘,128-81-44246,환경성적,2021-123,생산재,레디믹스트 콘크리트[25-30-150],1.06.E+00,kgSbe/m3,1.06.E+00,7.32.E-03,-,-,2.79.E+02,kgCO2e/m3,2.77.E+02,1.16.E+00,-,-,2.57.E-06,kgCFC-11e/m3,2.57.E-06,6.61.E-10,-,-,3.16.E-01,kgSO2e/m3,3.14.E-01,2.12.E-03,-,-,3.45.E-02,kgPO43-e/m3,3.41.E-02,3.74.E-04,-,-,1.98.E-01,kgC2H4e/m3,1.98.E-01,2.57.E-05,-,-,5.41.E-01,m3H2Oe/m3,4.90.E-01,5.12.E-02,-,-,2021-05-03,2024-05-02,,,,
980,한라엔컴(주),226-81-03739,저탄소제품,2021-124,생산재,레디믹스트콘크리트[25-21-150],8.05.E-01,kgSbe/m3,7.92.E-01,1.28.E-02,-,-,2.06.E+02,kgCO2e/m3,2.04.E+02,2.01.E+00,-,-,8.46.E-06,kgCFC-11e/m3,8.45.E-06,5.58.E-09,-,-,3.19.E-01,kgSO2e/m3,3.15.E-01,4.19.E-03,-,-,4.07.E-02,kgPO43-e/m3,4.01.E-02,6.69.E-04,-,-,1.86.E-01,kgC2H4e/m3,1.86.E-01,6.93.E-05,-,-,7.34.E-01,m3H2Oe/m3,5.95.E-01,1.39.E-01,-,-,2021-05-03,2024-05-02,,,,
981,항도레미콘(주),207-87-00053,환경성적,2021-128,생산재,레디믹스트 콘크리트[25-21-150],7.73.E-01,kgSbe/m3,7.61.E-01,1.14.E-02,-,-,2.05.E+02,kgCO2e/m3,2.03.E+02,1.80.E+00,-,-,5.75.E-06,kgCFC-11e/m3,5.47.E-06,2.85.E-07,-,-,3.28.E-01,kgSO2e/m3,3.25.E-01,3.62.E-03,-,-,3.95.E-02,kgPO43-e/m3,3.89.E-02,5.92.E-04,-,-,1.98.E-01,kgC2H4e/m3,1.98.E-01,5.49.E-05,-,-,7.12.E-01,m3H2Oe/m3,6.43.E-01,6.84.E-02,-,-,2021-05-03,2024-05-02,,,,
982,항도레미콘(주),207-87-00053,환경성적,2021-129,생산재,레디믹스트 콘크리트[25-27-150],9.59.E-01,kgSbe/m3,9.47.E-01,1.21.E-02,-,-,2.52.E+02,kgCO2e/m3,2.50.E+02,1.90.E+00,-,-,6.21.E-06,kgCFC-11e/m3,5.64.E-06,5.70.E-07,-,-,3.72.E-01,kgSO2e/m3,3.69.E-01,3.80.E-03,-,-,4.37.E-02,kgPO43-e/m3,4.30.E-02,6.25.E-04,-,-,2.23.E-01,kgC2H4e/m3,2.23.E-01,5.57.E-05,-,-,7.64.E-01,m3H2Oe/m3,6.95.E-01,6.87.E-02,-,-,2021-05-03,2024-05-02,,,,
983,(주)케이씨씨글라스,401-87-01412,저탄소제품,2021-131,생산재,센스빌 선[2T],3.09.E-02,kgSbe/m2,2.72.E-02,3.69.E-03,-,-,2.78.E+00,kgCO2e/m2,2.16.E+00,6.23.E-01,-,-,3.31.E-07,kgCFC-11e/m2,3.30.E-07,6.65.E-10,-,-,9.84.E-03,kgSO2e/m2,8.62.E-03,1.23.E-03,-,-,2.47.E-03,kgPO43-e/m2,2.20.E-03,2.64.E-04,-,-,7.04.E-03,kgC2H4e/m2,4.81.E-03,2.23.E-03,-,-,3.45.E-01,m3H2Oe/m2,3.41.E-01,4.67.E-03,-,-,2021-05-03,2024-05-02,,,,
984,천지산업개발(주),126-81-46888,환경성적,2021-132,생산재,레디믹스트 콘크리트[25-21-150],7.52.E-01,kgSbe/m3,7.41.E-01,1.10.E-02,-,-,1.85.E+02,kgCO2e/m3,1.84.E+02,1.72.E+00,-,-,6.24.E-06,kgCFC-11e/m3,6.22.E-06,1.89.E-08,-,-,2.62.E-01,kgSO2e/m3,2.56.E-01,5.58.E-03,-,-,3.26.E-02,kgPO43-e/m3,3.19.E-02,6.63.E-04,-,-,1.51.E-01,kgC2H4e/m3,1.51.E-01,2.00.E-04,-,-,7.86.E-01,m3H2Oe/m3,5.75.E-01,2.11.E-01,-,-,2021-05-03,2024-05-02,,,,
985,천지산업개발(주),126-81-46888,환경성적,2021-133,생산재,레디믹스트 콘크리트[25-24-150],8.15.E-01,kgSbe/m3,8.01.E-01,1.36.E-02,-,-,2.02.E+02,kgCO2e/m3,2.00.E+02,2.12.E+00,-,-,6.44.E-06,kgCFC-11e/m3,6.42.E-06,2.20.E-08,-,-,2.81.E-01,kgSO2e/m3,2.74.E-01,6.70.E-03,-,-,3.47.E-02,kgPO43-e/m3,3.39.E-02,8.09.E-04,-,-,1.62.E-01,kgC2H4e/m3,1.62.E-01,2.33.E-04,-,-,8.34.E-01,m3H2Oe/m3,6.13.E-01,2.21.E-01,-,-,2021-05-03,2024-05-02,,,,
